City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Savonlinna,FI,61.8699,28.88,44.26,75,0,6.91,clear sky
455,Oksfjord,NO,70.2396,22.3479,44.67,94,100,13.27,overcast clouds
456,Ibra,OM,22.6906,58.5334,79.57,52,100,0.45,overcast clouds
457,Khanpur,PK,28.6453,70.6567,88.38,55,1,9.69,clear sky
458,Aldan,RU,58.6031,125.3894,60.48,47,22,8.32,few clouds
459,Gdansk,PL,54.3521,18.6464,44.08,97,0,7.0,clear sky
460,Sorgun,TR,39.8101,35.186,54.3,81,61,4.72,broken clouds
461,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,82,100,5.82,overcast clouds
462,Gorin,RU,51.1983,136.6669,62.65,44,76,2.95,broken clouds
463,Arrigorriaga,ES,43.2101,-2.8856,63.32,78,20,1.01,few clouds
464,Luderitz,NA,-26.6481,15.1594,56.43,67,0,16.2,clear sky
465,Krasnyy Chikoy,RU,50.3643,108.7512,44.53,45,76,8.34,broken clouds
466,Vangaindrano,MG,-23.35,47.6,66.11,92,6,5.06,clear sky
467,Rahatgarh,IN,23.7833,78.3667,87.12,46,63,12.95,broken clouds
468,Perth,AU,-31.9333,115.8333,60.28,79,0,15.28,clear sky
469,Sarh,TD,9.1429,18.3923,87.71,58,0,0.0,clear sky
470,Nador,MA,35.174,-2.9287,66.45,94,75,4.16,broken clouds
471,Voh,NC,-20.9667,164.7,72.55,52,79,10.16,broken clouds
472,Den Helder,NL,52.9599,4.7593,54.01,90,20,12.66,few clouds
473,Rorvik,NO,64.8621,11.2373,48.54,84,100,1.52,overcast clouds
474,Pontianak,ID,-0.0333,109.3333,76.98,100,40,1.92,scattered clouds
475,Marienburg,PL,54.0359,19.0266,46.89,92,73,3.96,broken clouds
476,Tlyustenkhabl,RU,44.98,39.0972,61.11,94,0,4.0,clear sky
477,Mirnyy,RU,62.5353,113.9611,65.1,30,15,7.52,few clouds
478,Pietersburg,ZA,-23.9045,29.4688,50.85,82,14,0.0,few clouds
479,Zadar,HR,44.1197,15.2422,48.81,71,20,3.44,few clouds
480,Grand-Santi,GF,4.25,-54.3833,74.17,99,100,2.15,moderate rain
481,Goderich,CA,43.7501,-81.7165,55.72,58,16,4.61,few clouds
482,Morondava,MG,-20.2833,44.2833,66.74,84,0,8.28,clear sky
483,Partapur,IN,23.6,74.1667,84.45,70,0,8.37,clear sky
484,Anori,BR,-3.7728,-61.6442,76.84,85,62,2.19,broken clouds
485,Iralaya,HN,15.0,-83.2333,82.49,78,18,10.25,few clouds
486,Swinoujscie,PL,53.9105,14.2471,44.91,66,0,10.33,clear sky
487,Zemio,CF,5.0314,25.1361,70.92,81,16,0.6,few clouds
488,Wilmington,US,34.2257,-77.9447,61.92,80,40,5.75,scattered clouds
489,Narsaq,GL,60.9167,-46.05,40.89,69,1,2.21,clear sky
490,Hobyo,SO,5.3505,48.5268,78.08,83,100,20.92,overcast clouds
491,Lithgow,AU,-33.4833,150.15,53.87,38,0,1.57,clear sky
492,Catamarca,AR,-28.4696,-65.7852,59.77,68,0,11.1,clear sky
493,Fort Oglethorpe,US,34.949,-85.2569,67.73,65,2,3.36,clear sky
494,Ust-Barguzin,RU,53.45,108.9833,41.74,60,18,4.05,few clouds
495,Storforshei,NO,66.4043,14.5233,46.65,88,100,2.62,overcast clouds
496,La Rioja,ES,42.25,-2.5,59.04,94,9,3.02,clear sky
497,Pochutla,MX,15.7432,-96.4661,80.82,71,99,3.11,overcast clouds
498,Ballina,AU,-28.8667,153.5667,63.79,67,90,11.5,overcast clouds
499,Noyabrsk,RU,63.1994,75.4507,41.86,82,100,15.21,moderate rain
500,Kyabram,AU,-36.3167,145.05,50.88,49,0,4.72,clear sky
501,Sehithwa,BW,-20.4667,22.7167,57.58,33,100,5.26,overcast clouds
502,Port Augusta,AU,-32.5,137.7667,46.54,23,100,7.05,overcast clouds
503,Henties Bay,NA,-22.116,14.2845,54.86,90,2,7.9,clear sky
504,Ulaangom,MN,49.9811,92.0667,53.26,35,8,2.01,clear sky
505,Kiunga,PG,-6.1219,141.2906,78.58,79,100,4.81,overcast clouds
506,Garowe,SO,8.4054,48.4845,74.71,73,86,18.39,overcast clouds
507,Tungor,RU,53.3808,142.9564,42.55,63,58,8.93,broken clouds
508,Mgandu,TZ,-5.95,34.1333,56.01,81,7,6.44,clear sky
509,Vilyuysk,RU,63.7553,121.6247,64.24,29,2,11.07,clear sky
510,Gunjur,GM,13.2019,-16.7339,73.47,88,75,10.67,broken clouds
511,Bandrele,YT,-12.9067,45.1914,74.95,88,0,5.14,clear sky
512,Beringovskiy,RU,63.05,179.3167,39.06,71,33,13.62,scattered clouds
513,Dhidhdhoo,MV,6.8833,73.1,83.23,74,100,20.18,overcast clouds
514,Ankazoabo,MG,-22.2833,44.5167,57.33,94,0,5.12,clear sky
515,Fort Nelson,CA,58.8053,-122.7002,67.59,28,75,4.61,broken clouds
516,Kerchevskiy,RU,59.946,56.2884,36.28,77,55,8.32,broken clouds
517,Severo-Yeniseyskiy,RU,60.3725,93.0408,45.97,46,100,4.0,overcast clouds
518,Ko Samui,TH,9.5357,99.9357,83.93,77,96,11.79,overcast clouds
519,Show Low,US,34.2542,-110.0298,84.72,11,1,19.57,clear sky
520,Galesong,ID,-5.3166,119.3661,78.82,72,6,3.58,clear sky
521,Somerset,US,40.5668,-74.5496,52.25,94,90,1.99,overcast clouds
522,Talara,PE,-4.5772,-81.2719,68.59,89,97,14.85,overcast clouds
523,Elliot,ZA,-31.3333,27.85,35.65,74,60,5.93,broken clouds
524,Ialibu,PG,-6.2821,143.9935,67.24,67,96,4.25,overcast clouds
525,Kamenka,RU,51.3223,42.7678,54.21,96,100,10.09,overcast clouds
526,Yangzhou,CN,32.3972,119.4358,82.85,70,100,8.97,overcast clouds
527,Livingston,GB,55.9029,-3.5226,52.3,93,20,2.3,few clouds
528,Lakes Entrance,AU,-37.8811,147.981,53.62,42,0,2.33,clear sky
529,Lensk,RU,60.7253,114.9278,56.07,60,100,10.51,overcast clouds
530,Sobolevo,RU,54.4299,31.8996,39.38,74,98,7.4,overcast clouds
531,Belmonte,BR,-15.8631,-38.8828,77.5,81,6,5.61,clear sky
532,San Isidro,PE,-12.1167,-77.05,64.26,90,90,9.28,overcast clouds
533,Walvis Bay,NA,-22.9575,14.5053,55.09,100,39,8.9,scattered clouds
534,Vostok,RU,46.4856,135.8833,46.44,87,100,2.42,overcast clouds
535,Kostrzyn,PL,52.3985,17.2281,46.81,77,15,1.99,few clouds
536,Letpadan,MM,17.7833,95.75,83.1,74,27,8.5,scattered clouds
537,Bachaquero,VE,9.9694,-71.1494,81.01,73,80,6.69,broken clouds
538,Tiarei,PF,-17.5333,-149.3333,82.42,71,83,17.02,broken clouds
539,Takab,IR,36.4009,47.1133,55.49,36,0,1.34,clear sky
540,Mitsamiouli,KM,-11.3847,43.2844,78.28,77,5,9.75,light rain
541,Kumukh,RU,42.1704,47.1161,52.25,91,52,1.66,broken clouds
542,Rio Grande,BR,-32.035,-52.0986,46.51,65,0,8.75,clear sky
543,Champerico,GT,14.3,-91.9167,84.34,71,20,3.89,few clouds
544,Pishin,PK,30.5803,66.9961,73.56,16,0,2.53,clear sky
545,Staryy Nadym,RU,65.6118,72.6842,37.83,62,100,15.7,overcast clouds
546,Khani,GE,41.9563,42.9566,47.77,87,0,6.44,clear sky
547,Hagere Selam,ET,6.4833,38.5167,46.26,92,67,4.07,broken clouds
548,Bhowali,IN,29.3833,79.5167,63.95,73,63,2.86,broken clouds
549,Nandyal,IN,15.4833,78.4833,82.18,60,79,7.43,broken clouds
550,Homnabad,IN,17.7667,77.1333,78.42,73,52,8.05,broken clouds
551,Tartagal,AR,-22.5164,-63.8013,60.21,48,100,0.83,overcast clouds
552,Luena,AO,-11.7833,19.9167,49.26,45,53,3.96,broken clouds
553,Salento,CO,4.6375,-75.5703,65.53,94,100,3.94,overcast clouds
554,Berbera,SO,10.4396,45.0143,89.22,52,6,2.51,clear sky
555,Jalu,LY,29.0331,21.5482,79.09,41,0,11.43,clear sky
556,Bay Roberts,CA,47.5999,-53.2648,53.35,79,100,1.99,overcast clouds
557,Rosetta,EG,31.4044,30.4164,75.02,48,0,10.8,clear sky
558,Golfito,CR,8.639,-83.166,76.55,95,100,3.27,overcast clouds
559,Naryan-Mar,RU,67.6713,53.087,35.06,95,97,14.07,overcast clouds
560,Mocoa,CO,1.1493,-76.6466,72.72,99,100,0.87,overcast clouds
561,Katav-Ivanovsk,RU,54.7531,58.1956,55.92,98,52,1.77,broken clouds
562,Tabriz,IR,38.08,46.2919,62.06,39,0,9.22,clear sky
563,Xining,CN,36.6167,101.7667,57.9,50,100,5.08,overcast clouds
564,Coahuayana,MX,18.7333,-103.6833,83.44,54,82,3.91,broken clouds
565,Tecoanapa,MX,16.5167,-98.75,85.05,70,100,7.09,overcast clouds
566,Karema,TZ,-6.8205,30.4389,68.36,66,76,6.98,broken clouds
567,Mitu,CO,1.1983,-70.1733,73.31,98,100,1.36,overcast clouds
568,Honningsvag,NO,70.9821,25.9704,41.97,95,100,27.22,overcast clouds
569,Santa Lucia,ES,27.9117,-15.5407,60.12,76,40,13.87,scattered clouds
570,Novopokrovka,UA,49.8425,36.5477,53.98,94,83,4.38,broken clouds
571,Kalangala,UG,-0.3089,32.225,67.35,62,100,8.03,overcast clouds
572,Da Nang,VN,16.0678,108.2208,91.45,58,20,1.14,few clouds
573,Boddam,GB,57.4667,-1.7833,46.44,95,1,15.3,clear sky
574,Otradnoye,RU,59.7775,30.8181,37.45,70,100,2.86,overcast clouds
575,Oranjemund,NA,-28.55,16.4333,53.8,92,2,5.97,clear sky
576,Eyl,SO,7.9803,49.8164,77.86,81,100,17.25,overcast clouds
577,Canico,PT,32.6333,-16.85,65.01,78,20,8.86,few clouds
578,Irbeyskoye,RU,55.6428,95.4522,45.99,64,10,3.44,clear sky
579,Olafsvik,IS,64.8945,-23.7142,43.66,76,13,15.39,few clouds
580,Buraydah,SA,26.326,43.975,91.85,17,15,10.4,few clouds
581,Bourail,NC,-21.5667,165.4833,69.69,58,100,10.76,overcast clouds
582,Ostrovnoy,RU,68.0531,39.5131,42.96,73,100,12.53,overcast clouds
583,Marystown,CA,47.1666,-55.1483,47.86,100,100,4.41,overcast clouds
584,Ishigaki,JP,24.3448,124.1572,84.33,84,75,8.05,broken clouds
585,Tambovka,RU,50.0969,128.0489,57.31,63,19,9.44,few clouds
586,Itaituba,BR,-4.2761,-55.9836,84.36,79,0,0.0,clear sky
587,Alekseyevsk,RU,57.8406,108.3492,39.33,97,100,2.59,light rain
588,Sisimiut,GL,66.9395,-53.6735,33.91,85,100,5.19,overcast clouds
589,Viedma,AR,-40.8135,-62.9967,56.84,55,100,24.85,overcast clouds
590,Trinidad,BO,-14.8333,-64.9,73.65,82,86,3.91,overcast clouds
591,Iracoubo,GF,5.4802,-53.2011,77.63,89,20,7.83,few clouds
592,Gra Liyia,GR,35.0167,25.6833,66.43,68,0,3.11,clear sky
593,Alcains,PT,39.9164,-7.4566,71.35,65,100,1.52,overcast clouds
594,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,40,3.44,scattered clouds
595,Te Anau,NZ,-45.4167,167.7167,47.46,95,100,5.73,overcast clouds
596,Dibulla,CO,11.2725,-73.3091,78.82,74,100,5.1,overcast clouds
597,Vyazemskiy,RU,47.5378,134.7525,61.84,53,27,1.61,scattered clouds
598,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,2.57,clear sky
599,Pout,SN,14.7739,-17.0603,74.16,78,0,8.37,clear sky
600,Qui Nhon,VN,13.7667,109.2333,88.38,64,6,3.15,clear sky
601,Twin Falls,US,42.3505,-114.6445,76.32,20,0,9.08,clear sky
602,Coihaique,CL,-45.5752,-72.0662,40.95,93,40,0.0,scattered clouds
603,Ouricuri,BR,-7.8825,-40.0817,67.68,79,5,3.49,clear sky
604,Samana,DO,19.2056,-69.3369,77.4,82,16,9.48,few clouds
605,West Lorne,CA,42.6001,-81.5998,61.57,64,3,3.96,clear sky
606,Bengkulu,ID,-3.8004,102.2655,76.6,86,41,4.36,scattered clouds
607,Puerto Escondido,MX,15.85,-97.0667,83.32,78,88,3.94,overcast clouds
608,Hirara,JP,24.8,125.2833,82.26,100,75,10.36,broken clouds
609,Tessalit,ML,20.1986,1.0114,92.41,9,42,6.82,scattered clouds
610,Pangai,TO,-19.8,-174.35,84.31,74,75,3.44,broken clouds
611,Ryotsu,JP,38.0833,138.4333,60.76,70,100,4.72,overcast clouds
612,Barinas,VE,8.6226,-70.2075,93.24,49,56,3.44,broken clouds
613,The Valley,AI,18.217,-63.0578,81.1,74,11,16.42,few clouds
614,Mangan,IN,27.5167,88.5333,75.97,77,84,1.19,broken clouds
615,Constitucion,CL,-35.3333,-72.4167,55.45,72,98,4.45,overcast clouds
616,Tommot,RU,58.9564,126.2925,64.8,51,48,7.99,scattered clouds
617,Haldia,IN,22.0605,88.1097,86.22,80,9,16.69,clear sky
618,Limanowa,PL,49.7059,20.422,49.51,98,100,3.67,overcast clouds
619,Novyy Buyan,RU,53.6861,50.0469,53.76,92,100,12.01,heavy intensity rain
620,Sucua,EC,-2.4667,-78.1667,68.76,98,98,2.3,light rain
621,Opuwo,NA,-18.0607,13.84,59.54,33,100,4.65,overcast clouds
622,Sorong,ID,-0.8833,131.25,78.46,89,100,8.23,overcast clouds
623,Atar,MR,20.5169,-13.0499,89.78,26,14,3.94,few clouds
624,Tepetzintla,MX,21.1667,-97.8333,79.95,69,14,10.16,few clouds
625,Svetlyy,RU,54.675,20.1347,42.85,88,11,4.63,few clouds
626,Constantine,DZ,36.365,6.6147,62.01,72,0,3.44,clear sky
627,Berlevag,NO,70.8578,29.0864,42.4,95,100,22.75,overcast clouds
628,Porto Nacional,BR,-10.7081,-48.4172,75.2,53,3,2.21,clear sky
629,Currais Novos,BR,-6.2608,-36.5178,71.33,90,100,13.62,overcast clouds
630,Bage,BR,-31.3314,-54.1069,43.81,75,0,5.75,clear sky
631,Horki,BY,54.2861,30.9842,39.61,73,95,7.94,overcast clouds
632,Bandarbeyla,SO,9.4942,50.8122,78.24,83,100,22.68,overcast clouds
633,Haljala,EE,59.4336,26.2614,39.99,69,100,5.12,overcast clouds
634,Prabumulih,ID,-3.45,104.25,79.39,81,92,3.69,overcast clouds
635,Sakakah,SA,29.9697,40.2064,83.77,12,99,6.78,overcast clouds
636,Glace Bay,CA,46.1969,-59.957,47.59,89,75,3.0,broken clouds
637,Egvekinot,RU,66.3167,-179.1667,46.78,40,72,4.34,broken clouds
638,Fairbanks,US,64.8378,-147.7164,70.09,37,20,6.91,few clouds
639,Yantal,RU,56.8471,105.2542,46.11,58,48,4.74,scattered clouds
640,Cairns,AU,-16.9167,145.7667,80.06,84,75,10.36,broken clouds
641,Ngunguru,NZ,-35.6167,174.5,63.16,75,38,12.88,scattered clouds
642,Chino Valley,US,34.7575,-112.4538,87.15,9,49,5.01,scattered clouds
643,Puno,PE,-15.8333,-70.0333,45.66,51,100,6.06,overcast clouds
644,Gobabis,NA,-22.45,18.9667,53.82,31,6,6.78,clear sky
645,Port-Gentil,GA,-0.7193,8.7815,79.16,84,100,17.16,overcast clouds
646,Zyryanovsk,KZ,49.7386,84.2719,56.98,55,5,2.17,clear sky
647,Oranjestad,AW,12.524,-70.027,82.35,79,40,8.01,scattered clouds
648,Port Blair,IN,11.6667,92.75,77.04,94,40,2.3,scattered clouds
649,Yeniseysk,RU,58.4497,92.1703,49.03,49,63,3.98,broken clouds
650,San Luis,AR,-33.295,-66.3356,50.32,56,98,4.92,overcast clouds
651,Quelimane,MZ,-17.8786,36.8883,69.75,94,90,3.44,overcast clouds
652,Lufilufi,WS,-13.8745,-171.5986,91.18,72,40,19.6,scattered clouds
653,Camargo,MX,27.6667,-105.1667,86.34,27,98,8.32,overcast clouds
654,Ouallam,NE,14.3188,2.0866,91.31,17,0,6.82,clear sky
655,Borovoy,RU,55.4333,86.0833,56.48,71,0,5.32,clear sky
656,Sao Luiz Gonzaga,BR,-28.4083,-54.9608,44.58,64,0,7.07,clear sky
657,Ranot,TH,7.7777,100.3213,83.07,76,100,3.51,overcast clouds
658,Yining,CN,29.0361,114.5636,79.5,69,100,0.29,overcast clouds
659,Havelock,US,34.8791,-76.9013,59.95,91,98,1.99,overcast clouds
660,Mercedes,AR,-34.6515,-59.4307,50.86,64,63,8.03,broken clouds
661,Shama,CN,33.6102,104.2852,64.27,60,67,3.2,broken clouds
662,Cap Malheureux,MU,-19.9842,57.6142,72.46,83,19,4.0,few clouds
663,Kjollefjord,NO,70.9457,27.3465,42.13,97,100,23.31,overcast clouds
664,Khandyga,RU,62.6667,135.6,51.69,88,100,6.51,light rain
665,Buffalo,US,42.8865,-78.8784,62.46,60,1,4.34,clear sky
666,Yanam,IN,16.7333,82.2167,86.4,75,96,5.7,overcast clouds
667,Hazorasp,UZ,41.3194,61.0742,75.04,14,0,9.42,clear sky
668,Baghdad,IQ,33.3406,44.4009,78.71,31,0,10.49,clear sky
669,Lavrentiya,RU,65.5833,-171.0,38.62,70,100,12.21,overcast clouds
670,Shihezi,CN,44.3,86.0333,77.27,24,37,6.4,scattered clouds
671,Evensk,RU,61.95,159.2333,41.13,86,100,2.51,overcast clouds
672,Camacha,PT,33.0833,-16.3333,61.54,67,40,10.36,scattered clouds
673,Saint-Augustin,CA,51.226,-58.6502,51.19,57,0,11.25,clear sky
674,Robstown,US,27.7903,-97.6689,82.58,80,75,3.0,broken clouds
675,Waipawa,NZ,-41.4122,175.5153,48.04,89,100,14.47,moderate rain
676,Aksu,CN,41.1231,80.2644,78.26,24,94,11.16,overcast clouds
677,Araouane,ML,18.9048,-3.5265,92.68,9,82,5.97,broken clouds
678,Gat,IL,31.61,34.7642,77.4,28,0,4.74,clear sky
679,Cascais,PT,38.6979,-9.4215,64.62,74,0,4.0,clear sky
680,Marzuq,YE,14.4,46.4667,76.87,40,0,4.36,clear sky
681,Contamana,PE,-7.3333,-75.0167,79.61,74,100,1.07,overcast clouds
682,Inongo,CD,-1.95,18.2667,71.85,82,100,2.19,overcast clouds
